0.000,90.652,0.000250,2742.624,0.007558,8662.752,0.023872,55754.640,0.153645,139708.296,0.384999,289199.160,0.796955
0.010,104.876,0.000289,2801.076,0.007719,8194.284,0.022581,49549.074,0.136544,126391.428,0.348301,270703.093,0.745985
0.020,119.887,0.000330,3203.419,0.008828,7547.148,0.020798,42555.633,0.117272,112435.275,0.309841,252343.321,0.695391
0.030,133.581,0.000368,3496.712,0.009636,7499.956,0.020668,40141.812,0.110620,104256.853,0.287304,241012.187,0.664165
0.040,146.285,0.000403,4263.186,0.011748,7728.616,0.021298,36524.513,0.100652,95411.995,0.262930,225839.781,0.622354
0.050,157.960,0.000435,4736.572,0.013053,8110.797,0.022351,34763.630,0.095799,88795.406,0.244696,212357.142,0.585199
0.060,171.865,0.000474,4020.600,0.011080,6659.711,0.018352,28891.483,0.079617,77280.008,0.212963,196014.154,0.540162
0.070,184.917,0.000510,4774.212,0.013156,7242.256,0.019958,26213.869,0.072238,70036.872,0.193003,182449.725,0.502783
0.080,196.291,0.000541,4950.350,0.013642,6958.475,0.019176,23990.385,0.066111,63250.265,0.174301,169597.993,0.467367
0.090,201.463,0.000555,5625.413,0.015502,7738.526,0.021325,24433.047,0.067331,62369.238,0.171873,167693.369,0.462118
0.100,211.840,0.000584,5766.409,0.015891,7596.591,0.020934,22395.349,0.061716,55582.665,0.153171,152865.063,0.421255
0.110,221.302,0.000610,5185.460,0.014290,6931.310,0.019101,20065.777,0.055296,50811.222,0.140022,143371.836,0.395094
0.120,231.292,0.000637,5672.564,0.015632,7058.746,0.019452,18719.103,0.051585,45914.982,0.126529,133221.385,0.367122
0.130,239.562,0.000660,4910.589,0.013532,6261.455,0.017255,16246.267,0.044770,41927.382,0.115541,123585.377,0.340568
0.140,241.460,0.000665,8011.682,0.022078,9344.607,0.025751,19268.508,0.053099,44347.493,0.122210,121930.243,0.336007
0.150,250.366,0.000690,6801.167,0.018742,8110.603,0.022351,16933.364,0.046664,39647.124,0.109257,113172.771,0.311874
0.160,252.826,0.000697,6999.140,0.019288,8191.073,0.022572,16816.688,0.046342,38227.108,0.105344,108588.149,0.299240
0.170,258.705,0.000713,6135.975,0.016909,7182.106,0.019792,14657.125,0.040391,34088.349,0.093938,101248.715,0.279014
0.180,263.262,0.000725,7313.207,0.020153,8340.361,0.022984,15044.772,0.041459,33080.397,0.091161,94109.201,0.259340
0.190,266.529,0.000734,7260.023,0.020007,8372.229,0.023072,14712.986,0.040545,31235.268,0.086076,89623.161,0.246977
0.200,268.518,0.000740,7233.501,0.019934,8307.220,0.022892,14853.776,0.040933,31148.936,0.085838,88387.515,0.243572
0.210,268.618,0.000740,7730.977,0.021305,8773.933,0.024179,14981.631,0.041285,31074.592,0.085633,87118.630,0.240076
0.220,273.798,0.000755,6621.414,0.018247,7427.110,0.020467,12855.411,0.035426,27639.695,0.076168,77332.199,0.213107
0.230,273.902,0.000755,7441.320,0.020506,8367.178,0.023058,14087.475,0.038821,28861.090,0.079533,79346.517,0.218658
0.240,271.632,0.000749,8168.084,0.022509,9125.103,0.025146,14676.719,0.040445,29460.222,0.081184,78233.120,0.215590
0.250,274.975,0.000758,6602.364,0.018194,7492.413,0.020647,12650.589,0.034862,25367.767,0.069907,71469.488,0.196951
0.260,272.749,0.000752,8146.761,0.022450,9192.025,0.025331,14621.659,0.040293,28444.162,0.078384,74099.069,0.204197
0.270,269.988,0.000744,9230.818,0.025438,10301.844,0.028389,15531.124,0.042800,29548.290,0.081427,74714.307,0.205893
0.280,273.823,0.000755,6662.941,0.018361,7511.989,0.020701,12125.664,0.033415,25123.814,0.069234,67845.249,0.186963
0.290,272.860,0.000752,7073.802,0.019494,8006.684,0.022064,12725.661,0.035069,24165.017,0.066592,65899.416,0.181601
0.300,267.978,0.000738,8739.315,0.024083,9835.657,0.027104,15250.289,0.042026,27936.415,0.076985,70030.678,0.192986
0.310,263.954,0.000727,9152.667,0.025222,10117.241,0.027880,15203.577,0.041897,28821.579,0.079425,70824.427,0.195173
0.320,266.366,0.000734,8068.713,0.022235,9050.497,0.024941,14158.919,0.039018,26497.538,0.073020,66117.730,0.182203
0.330,262.053,0.000722,7844.163,0.021616,8708.130,0.023997,13237.847,0.036480,25806.726,0.071116,65232.968,0.179765
0.340,257.599,0.000710,7657.450,0.021102,8478.278,0.023364,13387.746,0.036893,25582.146,0.070498,65110.065,0.179426
0.350,256.341,0.000706,7658.942,0.021106,8436.636,0.023249,13081.981,0.036050,25350.578,0.069859,63850.460,0.175955
0.360,252.557,0.000696,8772.652,0.024175,9649.644,0.026592,14531.911,0.040046,27129.469,0.074762,66340.294,0.182816
0.370,244.954,0.000675,7788.113,0.021462,8669.183,0.023890,13503.494,0.037212,25391.306,0.069972,63743.628,0.175660
0.380,243.302,0.000670,7786.411,0.021457,8657.557,0.023858,13449.091,0.037062,25509.807,0.070298,63427.781,0.174790
0.390,236.610,0.000652,7078.504,0.019506,7761.016,0.021387,12481.845,0.034397,23850.378,0.065725,60850.657,0.167688
0.400,232.569,0.000641,8296.867,0.022864,9277.099,0.025565,13990.649,0.038554,25659.257,0.070710,63388.174,0.174681
0.410,229.844,0.000633,7790.141,0.021468,8631.805,0.023787,12984.520,0.035782,25293.077,0.069701,62154.616,0.171281
0.420,225.627,0.000622,7643.877,0.021064,8532.502,0.023513,13347.948,0.036783,25425.515,0.070066,62215.412,0.171449
0.430,220.755,0.000608,7661.786,0.021114,8662.673,0.023872,13619.820,0.037533,25541.606,0.070386,62614.736,0.172549
0.440,217.120,0.000598,7141.716,0.019681,7988.925,0.022015,12397.114,0.034163,24552.343,0.067660,61080.024,0.168320
0.450,209.388,0.000577,7557.481,0.020826,8527.238,0.023499,12856.716,0.035430,25000.005,0.068893,61709.329,0.170054
0.460,205.204,0.000565,7857.380,0.021653,8760.112,0.024141,13477.670,0.037141,25716.631,0.070868,62945.931,0.173462
0.470,199.297,0.000549,7381.142,0.020340,8137.675,0.022425,12835.898,0.035372,24537.694,0.067619,60937.436,0.167927
0.480,196.466,0.000541,7427.208,0.020467,8284.885,0.022831,12747.405,0.035128,24645.661,0.067917,60799.023,0.167546
0.490,190.733,0.000526,7631.256,0.021030,8438.193,0.023253,13454.878,0.037078,25414.377,0.070035,63134.816,0.173983
0.500,183.378,0.000505,7057.339,0.019448,7836.974,0.021597,12859.145,0.035436,24431.151,0.067326,61974.117,0.170784
0.510,177.459,0.000489,7555.671,0.020821,8310.993,0.022903,13398.483,0.036923,25646.048,0.070674,63745.409,0.175665
0.520,174.360,0.000480,7576.516,0.020879,8395.697,0.023136,13363.634,0.036827,25579.576,0.070490,64103.629,0.176652
0.530,164.487,0.000453,7384.252,0.020349,8274.389,0.022802,12916.252,0.035594,25908.142,0.071396,62695.959,0.172773
0.540,159.595,0.000440,7148.286,0.019699,7857.891,0.021654,12769.329,0.035189,24614.573,0.067831,62707.256,0.172804
0.550,151.253,0.000417,8829.414,0.024331,9699.052,0.026728,15627.323,0.043065,29791.083,0.082096,70528.026,0.194356
0.560,145.129,0.000400,7382.162,0.020343,8245.974,0.022724,13290.564,0.036625,25581.030,0.070494,64410.357,0.177498
0.570,139.112,0.000383,7740.695,0.021331,8645.296,0.023824,14075.453,0.038788,27349.754,0.075369,66972.205,0.184557
0.580,135.516,0.000373,7520.158,0.020724,8330.612,0.022957,13455.757,0.037080,26633.683,0.073395,65875.421,0.181535
0.590,128.616,0.000354,6870.534,0.018933,7661.885,0.021114,13058.702,0.035986,26098.684,0.071921,65504.232,0.180512
0.600,121.664,0.000335,7950.948,0.021911,8865.357,0.024431,14213.456,0.039168,28433.971,0.078356,69701.624,0.192079
0.610,117.123,0.000323,7539.626,0.020777,8433.541,0.023241,14052.580,0.038725,27105.007,0.074694,70558.381,0.194440
0.620,110.970,0.000306,7675.734,0.021152,8407.368,0.023168,14001.595,0.038585,27419.111,0.075560,71228.915,0.196288
0.630,103.498,0.000285,7876.362,0.021705,8844.395,0.024373,14852.843,0.040930,29076.320,0.080127,73783.822,0.203328
0.640,100.149,0.000276,7191.858,0.019819,7990.612,0.022020,13424.037,0.036993,27253.142,0.075102,69631.769,0.191886
0.650,93.706,0.000258,8317.865,0.022922,9266.721,0.025537,15214.886,0.041928,30565.006,0.084229,77659.845,0.214010
0.660,92.543,0.000255,8152.443,0.022466,8959.583,0.024690,14689.519,0.040480,30208.557,0.083247,76147.569,0.209842
0.670,84.621,0.000233,7675.073,0.021150,8451.669,0.023291,14579.570,0.040177,29613.900,0.081608,77307.263,0.213038
0.680,82.352,0.000227,7907.141,0.021790,8708.636,0.023999,15079.350,0.041555,30684.698,0.084559,78319.032,0.215826
0.690,72.726,0.000200,8742.518,0.024092,9550.757,0.026319,16677.854,0.045960,33433.742,0.092134,83792.312,0.230909
0.700,68.509,0.000189,8642.277,0.023816,9557.761,0.026339,16539.425,0.045578,34198.964,0.094243,84570.053,0.233052
0.710,68.528,0.000189,7761.281,0.021388,8481.328,0.023372,14396.874,0.039674,30654.096,0.084474,79437.526,0.218909
0.720,62.472,0.000172,7995.731,0.022034,8895.225,0.024513,16319.785,0.044973,34059.995,0.093860,86396.394,0.238085
0.730,55.518,0.000153,8908.983,0.024551,9855.165,0.027158,16977.612,0.046786,35360.819,0.097445,90364.817,0.249021
0.740,50.238,0.000138,9791.886,0.026984,10746.488,0.029614,19862.044,0.054734,38898.913,0.107195,96652.078,0.266347
0.750,48.199,0.000133,9577.467,0.026393,10533.475,0.029027,18823.672,0.051873,39132.262,0.107838,99649.291,0.274607
0.760,45.703,0.000126,9658.673,0.026617,10599.155,0.029208,19172.634,0.052835,39736.774,0.109504,100994.255,0.278313
0.770,41.109,0.000113,10552.561,0.029080,11535.891,0.031790,20686.943,0.057008,40773.442,0.112361,104534.912,0.288070
0.780,36.509,0.000101,10946.990,0.030167,11942.794,0.032911,23029.907,0.063464,46499.572,0.128140,110031.755,0.303218
0.790,35.704,0.000098,11464.501,0.031593,12648.258,0.034855,22566.087,0.062186,47652.447,0.131317,115865.438,0.319294
0.800,30.093,0.000083,13004.930,0.035838,14248.007,0.039264,25395.832,0.069984,51063.244,0.140717,123112.636,0.339265
0.810,28.277,0.000078,12956.992,0.035706,14170.815,0.039051,25469.127,0.070186,53436.234,0.147256,124273.508,0.342464
0.820,25.374,0.000070,14826.658,0.040858,15890.772,0.043791,28730.133,0.079173,59690.649,0.164491,136011.983,0.374813
0.830,23.203,0.000064,15295.896,0.042151,16390.905,0.045169,31250.264,0.086117,59526.037,0.164038,136297.529,0.375599
0.840,21.083,0.000058,17287.789,0.047641,18658.819,0.051419,32277.649,0.088949,64040.925,0.176480,147604.176,0.406758
0.850,18.314,0.000050,21191.976,0.058399,22294.705,0.061438,36852.926,0.101557,69629.680,0.191881,158370.315,0.436426
0.860,16.469,0.000045,21402.103,0.058978,22844.688,0.062954,40230.255,0.110864,78699.451,0.216875,168993.776,0.465702
0.870,14.051,0.000039,26817.341,0.073901,28138.958,0.077543,47458.210,0.130782,85740.723,0.236278,184068.798,0.507244
0.880,12.949,0.000036,27402.613,0.075514,28650.174,0.078952,49758.031,0.137120,89005.653,0.245276,188127.633,0.518429
0.890,10.811,0.000030,32666.121,0.090019,33699.440,0.092867,56273.587,0.155075,102833.542,0.283382,204771.613,0.564296
0.900,9.073,0.000025,39180.981,0.107972,40507.193,0.111627,66473.337,0.183183,116835.072,0.321966,221683.446,0.610900
0.910,7.906,0.000022,48241.022,0.132939,49503.816,0.136419,76566.413,0.210997,132294.814,0.364569,240026.958,0.661450
